label,taxon,superorder,order,family,genus,note
Accipiter,ACCIPITRIFORMES_Accipitridae_Accipiter_nisus,Afroaves,ACCIPITRIFORMES,Accipitridae,Accipiter,monotypic
Aquila,ACCIPITRIFORMES_Accipitridae_Aquila_chrysaetos,Afroaves,ACCIPITRIFORMES,Accipitridae,Aquila,monotypic
Buteo,ACCIPITRIFORMES_Accipitridae_Buteo_jamaicensis,Afroaves,ACCIPITRIFORMES,Accipitridae,Buteo,mono
Elanoides,ACCIPITRIFORMES_Accipitridae_Elanoides_forficatus,Afroaves,ACCIPITRIFORMES,Accipitridae,Elanoides,monotypic
Gampsonyx,ACCIPITRIFORMES_Accipitridae_Gampsonyx_swainsonii,Afroaves,ACCIPITRIFORMES,Accipitridae,Gampsonyx,monotypic
Haliaeetus,ACCIPITRIFORMES_Accipitridae_Haliaeetus_leucocephalus,Afroaves,ACCIPITRIFORMES,Accipitridae,Haliaeetus,mono
Nisaetus,ACCIPITRIFORMES_Accipitridae_Nisaetus_nipalensis,Afroaves,ACCIPITRIFORMES,Accipitridae,Nisaetus,monotypic
Cathartes,ACCIPITRIFORMES_Cathartidae_Cathartes_aura,Afroaves,ACCIPITRIFORMES,Cathartidae,Cathartes,monotypic
Sarcoramphus,ACCIPITRIFORMES_Cathartidae_Sarcoramphus_papa,Afroaves,ACCIPITRIFORMES,Cathartidae,Sarcoramphus,monotypic
Pandion,ACCIPITRIFORMES_Pandionidae_Pandion_haliaetus,Afroaves,ACCIPITRIFORMES,Pandionidae,Pandion,monotypic
Sagittarius,ACCIPITRIFORMES_Sagittariidae_Sagittarius_serpentarius,Afroaves,ACCIPITRIFORMES,Sagittariidae,Sagittarius,monotypic
Aegotheles,AEGOTHELIFORMES_Aegothelidae_Aegotheles_cristatus,Strisores,AEGOTHELIFORMES,Aegothelidae,Aegotheles,mono
Anas,ANSERIFORMES_Anatidae_Anas_platyrhynchos,Galloanserae,ANSERIFORMES,Anatidae,Anas,mono
Anser,ANSERIFORMES_Anatidae_Anser_brachyrhynchus,Galloanserae,ANSERIFORMES,Anatidae,Anser,mono
Aythya,ANSERIFORMES_Anatidae_Aythya_fuligula,Galloanserae,ANSERIFORMES,Anatidae,Aythya,monotypic
Biziura,ANSERIFORMES_Anatidae_Biziura_lobata,Galloanserae,ANSERIFORMES,Anatidae,Biziura,monotypic
Branta,ANSERIFORMES_Anatidae_Branta_canadensis,Galloanserae,ANSERIFORMES,Anatidae,Branta,monotypic
Cairina,ANSERIFORMES_Anatidae_Cairina_moschata,Galloanserae,ANSERIFORMES,Anatidae,Cairina,monotypic
Cygnus,ANSERIFORMES_Anatidae_Cygnus_atratus,Galloanserae,ANSERIFORMES,Anatidae,Cygnus,mono
Heteronetta,ANSERIFORMES_Anatidae_Heteronetta_atricapilla,Galloanserae,ANSERIFORMES,Anatidae,Heteronetta,monotypic
Malacorhynchus,ANSERIFORMES_Anatidae_Malacorhynchus_membranaceus,Galloanserae,ANSERIFORMES,Anatidae,Malacorhynchus,monotypic
Nettapus,ANSERIFORMES_Anatidae_Nettapus_auritus,Galloanserae,ANSERIFORMES,Anatidae,Nettapus,monotypic
Oxyura,ANSERIFORMES_Anatidae_Oxyura_jamaicensis,Galloanserae,ANSERIFORMES,Anatidae,Oxyura,monotypic
Stictonetta,ANSERIFORMES_Anatidae_Stictonetta_naevosa,Galloanserae,ANSERIFORMES,Anatidae,Stictonetta,monotypic
Chauna,ANSERIFORMES_Anhimidae_Chauna_torquata,Galloanserae,ANSERIFORMES,Anhimidae,Chauna,monotypic
Anseranas,ANSERIFORMES_Anseranatidae_Anseranas_semipalmata,Galloanserae,ANSERIFORMES,Anseranatidae,Anseranas,monotypic
Aerodramus,APODIFORMES_Apodidae_Aerodramus_vanikorensis,Strisores,APODIFORMES,Apodidae,Aerodramus,monotypic
Chaetura,APODIFORMES_Apodidae_Chaetura_pelagica,Strisores,APODIFORMES,Apodidae,Chaetura,monotypic
Streptoprocne,APODIFORMES_Apodidae_Streptoprocne_zonaris,Strisores,APODIFORMES,Apodidae,Streptoprocne,monotypic
Hemiprocne,APODIFORMES_Hemiprocnidae_Hemiprocne_mystacea,Strisores,APODIFORMES,Hemiprocnidae,Hemiprocne,monotypic
Calypte,APODIFORMES_Trochilidae_Calypte_anna,Strisores,APODIFORMES,Trochilidae,Calypte,monotypic
Colibri,APODIFORMES_Trochilidae_Colibri_coruscans,Strisores,APODIFORMES,Trochilidae,Colibri,monotypic
Florisuga,APODIFORMES_Trochilidae_Florisuga_fusca,Strisores,APODIFORMES,Trochilidae,Florisuga,monotypic
Topaza,APODIFORMES_Trochilidae_Topaza_pella,Strisores,APODIFORMES,Trochilidae,Topaza,mono
Apteryx,APTERYGIFORMES_Apterygidae_Apteryx_australis,Palaeognathae,APTERYGIFORMES,Apterygidae,Apteryx,mono
Berenicornis,BUCEROTIFORMES_Bucerotidae_Berenicornis_comatus,Afroaves,BUCEROTIFORMES,Bucerotidae,Berenicornis,monotypic
Buceros,BUCEROTIFORMES_Bucerotidae_Buceros_rhinoceros,Afroaves,BUCEROTIFORMES,Bucerotidae,Buceros,monotypic
Bycanistes,BUCEROTIFORMES_Bucerotidae_Bycanistes_cylindricus,Afroaves,BUCEROTIFORMES,Bucerotidae,Bycanistes,monotypic
Lophoceros,BUCEROTIFORMES_Bucerotidae_Lophoceros_camurus,Afroaves,BUCEROTIFORMES,Bucerotidae,Lophoceros,monotypic
Bucorvus,BUCEROTIFORMES_Bucorvidae_Bucorvus_abyssinicus,Afroaves,BUCEROTIFORMES,Bucorvidae,Bucorvus,monotypic
Phoeniculus,BUCEROTIFORMES_Phoeniculidae_Phoeniculus_purpureus,Afroaves,BUCEROTIFORMES,Phoeniculidae,Phoeniculus,monotypic
Rhinopomastus,BUCEROTIFORMES_Phoeniculidae_Rhinopomastus_cyanomelas,Afroaves,BUCEROTIFORMES,Phoeniculidae,Rhinopomastus,monotypic
Upupa,BUCEROTIFORMES_Upupidae_Upupa_epops,Afroaves,BUCEROTIFORMES,Upupidae,Upupa,monotypic
Antrostomus,CAPRIMULGIFORMES_Caprimulgidae_Antrostomus_carolinensis,Strisores,CAPRIMULGIFORMES,Caprimulgidae,Antrostomus,monotypic
Eurostopodus,CAPRIMULGIFORMES_Caprimulgidae_Eurostopodus_mystacalis,Strisores,CAPRIMULGIFORMES,Caprimulgidae,Eurostopodus,monotypic
Lurocalis,CAPRIMULGIFORMES_Caprimulgidae_Lurocalis_rufiventris,Strisores,CAPRIMULGIFORMES,Caprimulgidae,Lurocalis,monotypic
Lyncornis,CAPRIMULGIFORMES_Caprimulgidae_Lyncornis_macrotis,Strisores,CAPRIMULGIFORMES,Caprimulgidae,Lyncornis,monotypic
Systellura,CAPRIMULGIFORMES_Caprimulgidae_Systellura_longirostris,Strisores,CAPRIMULGIFORMES,Caprimulgidae,Systellura,monotypic
Cariama,CARIAMIFORMES_Cariamidae_Cariama_cristata,Australaves,CARIAMIFORMES,Cariamidae,Cariama,monotypic
Chunga,CARIAMIFORMES_Cariamidae_Chunga_burmeisteri,Australaves,CARIAMIFORMES,Cariamidae,Chunga,monotypic
Casuarius,CASUARIIFORMES_Casuariidae_Casuarius_casuarius,Palaeognathae,CASUARIIFORMES,Casuariidae,Casuarius,monotypic
Dromaius,CASUARIIFORMES_Casuariidae_Dromaius_novaehollandiae,Palaeognathae,CASUARIIFORMES,Casuariidae,Dromaius,monotypic
Alca,CHARADRIIFORMES_Alcidae_Alca_torda,CHARADRIIFORMES,CHARADRIIFORMES,Alcidae,Alca,monotypic
Fratercula,CHARADRIIFORMES_Alcidae_Fratercula_cirrhata,CHARADRIIFORMES,CHARADRIIFORMES,Alcidae,Fratercula,monotypic
Uria,CHARADRIIFORMES_Alcidae_Uria_aalge,CHARADRIIFORMES,CHARADRIIFORMES,Alcidae,Uria,mono
Burhinus,CHARADRIIFORMES_Burhinidae_Burhinus_bistriatus,CHARADRIIFORMES,CHARADRIIFORMES,Burhinidae,Burhinus,mono
Charadrius1,CHARADRIIFORMES_Charadriidae_Charadrius_alexandrinus,CHARADRIIFORMES,CHARADRIIFORMES,Charadriidae,Charadrius,non-mono
Charadrius2,CHARADRIIFORMES_Charadriidae_Charadrius_vociferus,CHARADRIIFORMES,CHARADRIIFORMES,Charadriidae,Charadrius,non-mono
Phegornis,CHARADRIIFORMES_Charadriidae_Phegornis_mitchellii,CHARADRIIFORMES,CHARADRIIFORMES,Charadriidae,Phegornis,monotypic
Chionis,CHARADRIIFORMES_Chionidae_Chionis_albus,CHARADRIIFORMES,CHARADRIIFORMES,Chionidae,Chionis,monotypic
Dromas,CHARADRIIFORMES_Dromadidae_Dromas_ardeola,CHARADRIIFORMES,CHARADRIIFORMES,Dromadidae,Dromas,monotypic
Glareola,CHARADRIIFORMES_Glareolidae_Glareola_cinerea,CHARADRIIFORMES,CHARADRIIFORMES,Glareolidae,Glareola,monotypic
Haematopus,CHARADRIIFORMES_Haematopodidae_Haematopus_palliatus,CHARADRIIFORMES,CHARADRIIFORMES,Haematopodidae,Haematopus,monotypic
Ibidorhyncha,CHARADRIIFORMES_Ibidorhynchidae_Ibidorhyncha_struthersii,CHARADRIIFORMES,CHARADRIIFORMES,Ibidorhynchidae,Ibidorhyncha,monotypic
Jacana,CHARADRIIFORMES_Jacanidae_Jacana_jacana,CHARADRIIFORMES,CHARADRIIFORMES,Jacanidae,Jacana,monotypic
Larus,CHARADRIIFORMES_Laridae_Larus_argentatus,CHARADRIIFORMES,CHARADRIIFORMES,Laridae,Larus,monotypic
Sterna,CHARADRIIFORMES_Laridae_Sterna_hirundo,CHARADRIIFORMES,CHARADRIIFORMES,Laridae,Sterna,monotypic
Pedionomus,CHARADRIIFORMES_Pedionomidae_Pedionomus_torquatus,CHARADRIIFORMES,CHARADRIIFORMES,Pedionomidae,Pedionomus,monotypic
Pluvianus,CHARADRIIFORMES_Pluvianidae_Pluvianus_aegyptius,CHARADRIIFORMES,CHARADRIIFORMES,Pluvianidae,Pluvianus,monotypic
Himantopus,CHARADRIIFORMES_Recurvirostridae_Himantopus_leucocephalus,CHARADRIIFORMES,CHARADRIIFORMES,Recurvirostridae,Himantopus,monotypic
Recurvirostra,CHARADRIIFORMES_Recurvirostridae_Recurvirostra_americana,CHARADRIIFORMES,CHARADRIIFORMES,Recurvirostridae,Recurvirostra,monotypic
Rostratula,CHARADRIIFORMES_Rostratulidae_Rostratula_benghalensis,CHARADRIIFORMES,CHARADRIIFORMES,Rostratulidae,Rostratula,monotypic
Arenaria,CHARADRIIFORMES_Scolopacidae_Arenaria_interpres,CHARADRIIFORMES,CHARADRIIFORMES,Scolopacidae,Arenaria,monotypic
Calidris,CHARADRIIFORMES_Scolopacidae_Calidris_pugnax,CHARADRIIFORMES,CHARADRIIFORMES,Scolopacidae,Calidris,mono
Limosa,CHARADRIIFORMES_Scolopacidae_Limosa_lapponica,CHARADRIIFORMES,CHARADRIIFORMES,Scolopacidae,Limosa,monotypic
Scolopax,CHARADRIIFORMES_Scolopacidae_Scolopax_mira,CHARADRIIFORMES,CHARADRIIFORMES,Scolopacidae,Scolopax,monotypic
Stercorarius,CHARADRIIFORMES_Stercorariidae_Stercorarius_pomarinus,CHARADRIIFORMES,CHARADRIIFORMES,Stercorariidae,Stercorarius,monotypic
Thinocorus,CHARADRIIFORMES_Thinocoridae_Thinocorus_orbignyianus,CHARADRIIFORMES,CHARADRIIFORMES,Thinocoridae,Thinocorus,monotypic
Turnix,CHARADRIIFORMES_Turnicidae_Turnix_sylvaticus,CHARADRIIFORMES,CHARADRIIFORMES,Turnicidae,Turnix,monotypic
Ciconia,CICONIIFORMES_Ciconiidae_Ciconia_boyciana,Phaethoquornithes,CICONIIFORMES,Ciconiidae,Ciconia,mono
Mycteria,CICONIIFORMES_Ciconiidae_Mycteria_americana,Phaethoquornithes,CICONIIFORMES,Ciconiidae,Mycteria,monotypic
Colius,COLIIFORMES_Coliidae_Colius_colius,Afroaves,COLIIFORMES,Coliidae,Colius,mono
Urocolius,COLIIFORMES_Coliidae_Urocolius_indicus,Afroaves,COLIIFORMES,Coliidae,Urocolius,monotypic
Columba,COLUMBIFORMES_Columbidae_Columba_janthina,Columbimorphae,COLUMBIFORMES,Columbidae,Columba,mono
Columbina,COLUMBIFORMES_Columbidae_Columbina_passerina,Columbimorphae,COLUMBIFORMES,Columbidae,Columbina,monotypic
Geotrygon,COLUMBIFORMES_Columbidae_Geotrygon_montana,Columbimorphae,COLUMBIFORMES,Columbidae,Geotrygon,monotypic
Otidiphaps,COLUMBIFORMES_Columbidae_Otidiphaps_nobilis,Columbimorphae,COLUMBIFORMES,Columbidae,Otidiphaps,monotypic
Pampusana,COLUMBIFORMES_Columbidae_Pampusana_beccarii,Columbimorphae,COLUMBIFORMES,Columbidae,Pampusana,monotypic
Patagioenas,COLUMBIFORMES_Columbidae_Patagioenas_fasciata,Columbimorphae,COLUMBIFORMES,Columbidae,Patagioenas,monotypic
Streptopelia,COLUMBIFORMES_Columbidae_Streptopelia_turtur,Columbimorphae,COLUMBIFORMES,Columbidae,Streptopelia,monotypic
Treron,COLUMBIFORMES_Columbidae_Treron_vernans,Columbimorphae,COLUMBIFORMES,Columbidae,Treron,monotypic
Actenoides1,CORACIIFORMES_Alcedinidae_Actenoides_lindsayi,Afroaves,CORACIIFORMES,Alcedinidae,Actenoides,non-mono
Actenoides2,CORACIIFORMES_Alcedinidae_Actenoides_monachus,Afroaves,CORACIIFORMES,Alcedinidae,Actenoides,non-mono
Alcedo,CORACIIFORMES_Alcedinidae_Alcedo_atthis,Afroaves,CORACIIFORMES,Alcedinidae,Alcedo,mono
Caridonax,CORACIIFORMES_Alcedinidae_Caridonax_fulgidus,Afroaves,CORACIIFORMES,Alcedinidae,Caridonax,monotypic
Ceryle,CORACIIFORMES_Alcedinidae_Ceryle_rudis,Afroaves,CORACIIFORMES,Alcedinidae,Ceryle,monotypic
Ceyx,CORACIIFORMES_Alcedinidae_Ceyx_argentatus,Afroaves,CORACIIFORMES,Alcedinidae,Ceyx,mono
Chloroceryle,CORACIIFORMES_Alcedinidae_Chloroceryle_aenea,Afroaves,CORACIIFORMES,Alcedinidae,Chloroceryle,mono
Cittura,CORACIIFORMES_Alcedinidae_Cittura_cyanotis,Afroaves,CORACIIFORMES,Alcedinidae,Cittura,mono
Corythornis,CORACIIFORMES_Alcedinidae_Corythornis_cristatus,Afroaves,CORACIIFORMES,Alcedinidae,Corythornis,mono
Dacelo,CORACIIFORMES_Alcedinidae_Dacelo_gaudichaud,Afroaves,CORACIIFORMES,Alcedinidae,Dacelo,mono
Halcyon,CORACIIFORMES_Alcedinidae_Halcyon_albiventris,Afroaves,CORACIIFORMES,Alcedinidae,Halcyon,mono
Ispidina,CORACIIFORMES_Alcedinidae_Ispidina_lecontei,Afroaves,CORACIIFORMES,Alcedinidae,Ispidina,mono
Lacedo,CORACIIFORMES_Alcedinidae_Lacedo_pulchella,Afroaves,CORACIIFORMES,Alcedinidae,Lacedo,monotypic
Megaceryle,CORACIIFORMES_Alcedinidae_Megaceryle_alcyon,Afroaves,CORACIIFORMES,Alcedinidae,Megaceryle,mono
Melidora,CORACIIFORMES_Alcedinidae_Melidora_macrorrhina,Afroaves,CORACIIFORMES,Alcedinidae,Melidora,monotypic
Pelargopsis,CORACIIFORMES_Alcedinidae_Pelargopsis_amauroptera,Afroaves,CORACIIFORMES,Alcedinidae,Pelargopsis,mono
Syma,CORACIIFORMES_Alcedinidae_Syma_megarhyncha,Afroaves,CORACIIFORMES,Alcedinidae,Syma,mono
Tanysiptera,CORACIIFORMES_Alcedinidae_Tanysiptera_carolinae,Afroaves,CORACIIFORMES,Alcedinidae,Tanysiptera,mono
Todiramphus,CORACIIFORMES_Alcedinidae_Todiramphus_albicilla,Afroaves,CORACIIFORMES,Alcedinidae,Todiramphus,mono
Atelornis,CORACIIFORMES_Brachypteraciidae_Atelornis_crossleyi,Afroaves,CORACIIFORMES,Brachypteraciidae,Atelornis,mono
Brachypteracias,CORACIIFORMES_Brachypteraciidae_Brachypteracias_leptosomus,Afroaves,CORACIIFORMES,Brachypteraciidae,Brachypteracias,monotypic
Geobiastes,CORACIIFORMES_Brachypteraciidae_Geobiastes_squamiger,Afroaves,CORACIIFORMES,Brachypteraciidae,Geobiastes,monotypic
Uratelornis,CORACIIFORMES_Brachypteraciidae_Uratelornis_chimaera,Afroaves,CORACIIFORMES,Brachypteraciidae,Uratelornis,monotypic
Coracias,CORACIIFORMES_Coraciidae_Coracias_abyssinicus,Afroaves,CORACIIFORMES,Coraciidae,Coracias,mono
Eurystomus,CORACIIFORMES_Coraciidae_Eurystomus_azureus,Afroaves,CORACIIFORMES,Coraciidae,Eurystomus,mono
Meropogon,CORACIIFORMES_Meropidae_Meropogon_forsteni,Afroaves,CORACIIFORMES,Meropidae,Meropogon,monotypic
Merops,CORACIIFORMES_Meropidae_Merops_albicollis,Afroaves,CORACIIFORMES,Meropidae,Merops,mono
Nyctyornis,CORACIIFORMES_Meropidae_Nyctyornis_amictus,Afroaves,CORACIIFORMES,Meropidae,Nyctyornis,mono
Aspatha,CORACIIFORMES_Momotidae_Aspatha_gularis,Afroaves,CORACIIFORMES,Momotidae,Aspatha,monotypic
Baryphthengus,CORACIIFORMES_Momotidae_Baryphthengus_martii,Afroaves,CORACIIFORMES,Momotidae,Baryphthengus,mono
Electron,CORACIIFORMES_Momotidae_Electron_carinatum,Afroaves,CORACIIFORMES,Momotidae,Electron,mono
Eumomota,CORACIIFORMES_Momotidae_Eumomota_superciliosa,Afroaves,CORACIIFORMES,Momotidae,Eumomota,monotypic
Hylomanes,CORACIIFORMES_Momotidae_Hylomanes_momotula,Afroaves,CORACIIFORMES,Momotidae,Hylomanes,monotypic
Momotus,CORACIIFORMES_Momotidae_Momotus_aequatorialis,Afroaves,CORACIIFORMES,Momotidae,Momotus,mono
Todus,CORACIIFORMES_Todidae_Todus_angustirostris,Afroaves,CORACIIFORMES,Todidae,Todus,mono
Centropus,CUCULIFORMES_Cuculidae_Centropus_viridis,Otidimorphae,CUCULIFORMES,Cuculidae,Centropus,monotypic
Coccyzus,CUCULIFORMES_Cuculidae_Coccyzus_americanus,Otidimorphae,CUCULIFORMES,Cuculidae,Coccyzus,monotypic
Coua,CUCULIFORMES_Cuculidae_Coua_cristata,Otidimorphae,CUCULIFORMES,Cuculidae,Coua,monotypic
Crotophaga,CUCULIFORMES_Cuculidae_Crotophaga_sulcirostris,Otidimorphae,CUCULIFORMES,Cuculidae,Crotophaga,monotypic
Cuculus,CUCULIFORMES_Cuculidae_Cuculus_canorus,Otidimorphae,CUCULIFORMES,Cuculidae,Cuculus,monotypic
Geococcyx,CUCULIFORMES_Cuculidae_Geococcyx_californianus,Otidimorphae,CUCULIFORMES,Cuculidae,Geococcyx,monotypic
Phaenicophaeus,CUCULIFORMES_Cuculidae_Phaenicophaeus_curvirostris,Otidimorphae,CUCULIFORMES,Cuculidae,Phaenicophaeus,monotypic
Anomalopteryx,DINORNITHIFORMES_Emeidae_Anomalopteryx_didiformis,Palaeognathae,DINORNITHIFORMES,Emeidae,Anomalopteryx,monotypic
Eurypyga,EURYPYGIFORMES_Eurypygidae_Eurypyga_helias,Phaethoquornithes,EURYPYGIFORMES,Eurypygidae,Eurypyga,monotypic
Rhynochetos,EURYPYGIFORMES_Rhynochetidae_Rhynochetos_jubatus,Phaethoquornithes,EURYPYGIFORMES,Rhynochetidae,Rhynochetos,monotypic
Caracara,FALCONIFORMES_Falconidae_Caracara_plancus,Australaves,FALCONIFORMES,Falconidae,Caracara,monotypic
Falco,FALCONIFORMES_Falconidae_Falco_cherrug,Australaves,FALCONIFORMES,Falconidae,Falco,mono
Herpetotheres,FALCONIFORMES_Falconidae_Herpetotheres_cachinnans,Australaves,FALCONIFORMES,Falconidae,Herpetotheres,monotypic
Micrastur,FALCONIFORMES_Falconidae_Micrastur_semitorquatus,Australaves,FALCONIFORMES,Falconidae,Micrastur,monotypic
Microhierax,FALCONIFORMES_Falconidae_Microhierax_erythrogenys,Australaves,FALCONIFORMES,Falconidae,Microhierax,monotypic
Aburria,GALLIFORMES_Cracidae_Aburria_aburri,Galloanserae,GALLIFORMES,Cracidae,Aburria,monotypic
Chamaepetes,GALLIFORMES_Cracidae_Chamaepetes_goudotii,Galloanserae,GALLIFORMES,Cracidae,Chamaepetes,monotypic
Crax,GALLIFORMES_Cracidae_Crax_alector,Galloanserae,GALLIFORMES,Cracidae,Crax,mono
Mitu,GALLIFORMES_Cracidae_Mitu_salvini,Galloanserae,GALLIFORMES,Cracidae,Mitu,monotypic
Nothocrax,GALLIFORMES_Cracidae_Nothocrax_urumutum,Galloanserae,GALLIFORMES,Cracidae,Nothocrax,monotypic
Oreophasis,GALLIFORMES_Cracidae_Oreophasis_derbianus,Galloanserae,GALLIFORMES,Cracidae,Oreophasis,monotypic
Ortalis,GALLIFORMES_Cracidae_Ortalis_vetula,Galloanserae,GALLIFORMES,Cracidae,Ortalis,monotypic
Pauxi,GALLIFORMES_Cracidae_Pauxi_pauxi,Galloanserae,GALLIFORMES,Cracidae,Pauxi,monotypic
Penelope,GALLIFORMES_Cracidae_Penelope_pileata,Galloanserae,GALLIFORMES,Cracidae,Penelope,monotypic
Penelopina,GALLIFORMES_Cracidae_Penelopina_nigra,Galloanserae,GALLIFORMES,Cracidae,Penelopina,monotypic
Pipile,GALLIFORMES_Cracidae_Pipile_cumanensis,Galloanserae,GALLIFORMES,Cracidae,Pipile,mono
Alectura,GALLIFORMES_Megapodiidae_Alectura_lathami,Galloanserae,GALLIFORMES,Megapodiidae,Alectura,monotypic
Leipoa,GALLIFORMES_Megapodiidae_Leipoa_ocellata,Galloanserae,GALLIFORMES,Megapodiidae,Leipoa,monotypic
Megapodius,GALLIFORMES_Megapodiidae_Megapodius_eremita,Galloanserae,GALLIFORMES,Megapodiidae,Megapodius,mono
Acryllium,GALLIFORMES_Numididae_Acryllium_vulturinum,Galloanserae,GALLIFORMES,Numididae,Acryllium,monotypic
Guttera,GALLIFORMES_Numididae_Guttera_pucherani,Galloanserae,GALLIFORMES,Numididae,Guttera,monotypic
Numida,GALLIFORMES_Numididae_Numida_meleagris,Galloanserae,GALLIFORMES,Numididae,Numida,monotypic
Callipepla,GALLIFORMES_Odontophoridae_Callipepla_californica,Galloanserae,GALLIFORMES,Odontophoridae,Callipepla,mono
Colinus,GALLIFORMES_Odontophoridae_Colinus_cristatus,Galloanserae,GALLIFORMES,Odontophoridae,Colinus,mono
Cyrtonyx,GALLIFORMES_Odontophoridae_Cyrtonyx_montezumae,Galloanserae,GALLIFORMES,Odontophoridae,Cyrtonyx,monotypic
Dactylortyx,GALLIFORMES_Odontophoridae_Dactylortyx_thoracicus,Galloanserae,GALLIFORMES,Odontophoridae,Dactylortyx,monotypic
Oreortyx,GALLIFORMES_Odontophoridae_Oreortyx_pictus,Galloanserae,GALLIFORMES,Odontophoridae,Oreortyx,monotypic
Ptilopachus,GALLIFORMES_Odontophoridae_Ptilopachus_petrosus,Galloanserae,GALLIFORMES,Odontophoridae,Ptilopachus,monotypic
Rhynchortyx,GALLIFORMES_Odontophoridae_Rhynchortyx_cinctus,Galloanserae,GALLIFORMES,Odontophoridae,Rhynchortyx,monotypic
Afropavo,GALLIFORMES_Phasianidae_Afropavo_congensis,Galloanserae,GALLIFORMES,Phasianidae,Afropavo,monotypic
Alectoris,GALLIFORMES_Phasianidae_Alectoris_chukar,Galloanserae,GALLIFORMES,Phasianidae,Alectoris,mono
Ammoperdix,GALLIFORMES_Phasianidae_Ammoperdix_heyi,Galloanserae,GALLIFORMES,Phasianidae,Ammoperdix,monotypic
Arborophila,GALLIFORMES_Phasianidae_Arborophila_rufogularis,Galloanserae,GALLIFORMES,Phasianidae,Arborophila,mono
Argusianus,GALLIFORMES_Phasianidae_Argusianus_argus,Galloanserae,GALLIFORMES,Phasianidae,Argusianus,monotypic
Bambusicola,GALLIFORMES_Phasianidae_Bambusicola_thoracicus,Galloanserae,GALLIFORMES,Phasianidae,Bambusicola,monotypic
Bonasa,GALLIFORMES_Phasianidae_Bonasa_umbellus,Galloanserae,GALLIFORMES,Phasianidae,Bonasa,monotypic
Caloperdix,GALLIFORMES_Phasianidae_Caloperdix_oculeus,Galloanserae,GALLIFORMES,Phasianidae,Caloperdix,monotypic
Canachites,GALLIFORMES_Phasianidae_Canachites_canadensis,Galloanserae,GALLIFORMES,Phasianidae,Canachites,monotypic
Catreus,GALLIFORMES_Phasianidae_Catreus_wallichii,Galloanserae,GALLIFORMES,Phasianidae,Catreus,monotypic
Centrocercus,GALLIFORMES_Phasianidae_Centrocercus_minimus,Galloanserae,GALLIFORMES,Phasianidae,Centrocercus,mono
Chrysolophus,GALLIFORMES_Phasianidae_Chrysolophus_amherstiae,Galloanserae,GALLIFORMES,Phasianidae,Chrysolophus,mono
Coturnix,GALLIFORMES_Phasianidae_Coturnix_coromandelica,Galloanserae,GALLIFORMES,Phasianidae,Coturnix,mono
Crossoptilon,GALLIFORMES_Phasianidae_Crossoptilon_auritum,Galloanserae,GALLIFORMES,Phasianidae,Crossoptilon,mono
Dendragapus,GALLIFORMES_Phasianidae_Dendragapus_fuliginosus,Galloanserae,GALLIFORMES,Phasianidae,Dendragapus,monotypic
Falcipennis,GALLIFORMES_Phasianidae_Falcipennis_falcipennis,Galloanserae,GALLIFORMES,Phasianidae,Falcipennis,monotypic
Francolinus,GALLIFORMES_Phasianidae_Francolinus_francolinus,Galloanserae,GALLIFORMES,Phasianidae,Francolinus,monotypic
Galloperdix,GALLIFORMES_Phasianidae_Galloperdix_spadicea,Galloanserae,GALLIFORMES,Phasianidae,Galloperdix,monotypic
Gallus,GALLIFORMES_Phasianidae_Gallus_gallus,Galloanserae,GALLIFORMES,Phasianidae,Gallus,mono
Haematortyx,GALLIFORMES_Phasianidae_Haematortyx_sanguiniceps,Galloanserae,GALLIFORMES,Phasianidae,Haematortyx,monotypic
Lagopus,GALLIFORMES_Phasianidae_Lagopus_muta,Galloanserae,GALLIFORMES,Phasianidae,Lagopus,monotypic
Lerwa,GALLIFORMES_Phasianidae_Lerwa_lerwa,Galloanserae,GALLIFORMES,Phasianidae,Lerwa,monotypic
Lophophorus,GALLIFORMES_Phasianidae_Lophophorus_impejanus,Galloanserae,GALLIFORMES,Phasianidae,Lophophorus,monotypic
Lophura,GALLIFORMES_Phasianidae_Lophura_diardi,Galloanserae,GALLIFORMES,Phasianidae,Lophura,mono
Lyrurus,GALLIFORMES_Phasianidae_Lyrurus_mlokosiewiczi,Galloanserae,GALLIFORMES,Phasianidae,Lyrurus,mono
Margaroperdix,GALLIFORMES_Phasianidae_Margaroperdix_madagarensis,Galloanserae,GALLIFORMES,Phasianidae,Margaroperdix,monotypic
Melanoperdix,GALLIFORMES_Phasianidae_Melanoperdix_niger,Galloanserae,GALLIFORMES,Phasianidae,Melanoperdix,monotypic
Meleagris,GALLIFORMES_Phasianidae_Meleagris_gallopavo,Galloanserae,GALLIFORMES,Phasianidae,Meleagris,mono
Pavo,GALLIFORMES_Phasianidae_Pavo_cristatus,Galloanserae,GALLIFORMES,Phasianidae,Pavo,mono
Perdicula,GALLIFORMES_Phasianidae_Perdicula_erythrorhyncha,Galloanserae,GALLIFORMES,Phasianidae,Perdicula,monotypic
Perdix,GALLIFORMES_Phasianidae_Perdix_dauurica,Galloanserae,GALLIFORMES,Phasianidae,Perdix,mono
Phasianus,GALLIFORMES_Phasianidae_Phasianus_colchicus,Galloanserae,GALLIFORMES,Phasianidae,Phasianus,monotypic
Polyplectron,GALLIFORMES_Phasianidae_Polyplectron_bicalcaratum,Galloanserae,GALLIFORMES,Phasianidae,Polyplectron,mono
