taxon,palgalans,nonlb,water,raptor,cor1,alcedin,pici,par+,psit,psitac,sub1,furn1,furn2,furn3,thm1,thm2,sub2,sub3,tyr1,tyr2,tyr3,tyr4,osc1,osc2,osc3
PASSERIFORMES-suboscine_Tyrannidae_Polioxolmis rufipennis,,,,,,,,,,,,1,,,,,,,,,,1,, ,
PASSERIFORMES-suboscine_Tyrannidae_Neoxolmis rufiventris,,,,,,,,,,,,,1,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Gubernetes yetapa,,,,,,,,,,,,,,1,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Muscipipra vetula,,,,,,,,,,,,,,,1,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Fluvicola albiventer,,,,,,,,,,,,,,,,1,,,,,,1,,,  
PASSERIFORMES-suboscine_Tyrannidae_Fluvicola nengeta,,,,,,,,,,,,,,,,,,,,,,1,,,1
PASSERIFORMES-suboscine_Tyrannidae_Fluvicola pica,,,,,,,,,,,,,,,,,,,,,,1,,1,
PASSERIFORMES-suboscine_Tyrannidae_Arundinicola leucocephala,,,,,,,,,,,,,,,,,1,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Alectrurus risora,,,,,,,,,,,,,,,,,,1,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Alectrurus tricolor,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Tumbezia salvini,,,,,,,,,,,,,,,,,,,1,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Ochthoeca fumicolor,,,,,,,,,,,,,,,,,,, ,1, ,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Ochthoeca rufipectoralis,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Ochthoeca pulchella,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Ochthoeca jelskii,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Ochthoeca oenanthoides,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Ochthoeca frontalis,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Ochthoeca diadema,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Ochthoeca leucophrys,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Ochthoeca piurae,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Ochthoeca cinnamomeiventris,,,,,,,,,,,,,,,,,,,,,1,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Colorhamphus parvirostris,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Colonia colonus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Muscigralla brevicauda,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Machetornis rixosa,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Legatus leucophaius,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Phelpsia inornata,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiozetetes cayanensis,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiozetetes similis,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiozetetes granadensis,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiozetetes luteiventris,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Pitangus sulphuratus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Pitangus lictor,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Conopias parvus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Conopias albovittatus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Conopias trivirgatus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Conopias cinchoneti,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiodynastes bairdii,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiodynastes chrysocephalus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiodynastes hemichrysus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiodynastes maculatus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiodynastes luteiventris,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Megarynchus pitangua,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Tyrannopsis sulphurea,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Empidonomus varius,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Empidonomus aurantioatrocristatus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Tyrannus dominicensis,,,,,,,,,,,,,,,,,,, , ,1,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Tyrannus melancholicus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Tyrannus caudifasciatus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Tyrannus couchii,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Tyrannus niveigularis,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Tyrannus savana,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Tyrannus verticalis,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Tyrannus vociferans,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Tyrannus crassirostris,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Tyrannus forficatus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Tyrannus tyrannus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_tyrannus albogularis,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Tyrannus cubensis,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Rhytipterna simplex,,,,,,,,,,,,,,,,,,,1,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Rhytipterna holerythra,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Rhytipterna immunda,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Sirystes subcanescens,,,,,,,,,,,,,,,,,,,,1,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Sirystes albogriseus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Sirystes albocinereus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Sirystes sibilator,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Casiornis rufus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Casiornis fuscus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiarchus antillarum,,,,,,,,,,,,,,,,,,,1, ,  ,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiarchus panamensis,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiarchus phaeocephalus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiarchus crinitus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiarchus nuttingi,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiarchus apicalis,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiarchus cinerascens,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiarchus ferox,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiarchus stolidus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiarchus sagrae,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiarchus oberi,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiarchus tuberculifer,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiarchus tyrannulus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiarchus yucatanensis,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiarchus swainsoni,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiarchus barbirostris,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiarchus magnirostris,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiarchus semirufus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiarchus cephalotes,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiarchus validus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiarchus venezuelensis,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Myiarchus nugator,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Deltarhynchus flammulatus,,,,,,,,,,,,,,,,,,,,,1,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Ramphotrigon megacephalum,,,,,,,,,,,,,,,,,,,,1,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Ramphotrigon fuscicauda,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Ramphotrigon ruficauda,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Attila rufus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Attila torridus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Attila citriniventris,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Attila cinnamomeus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Attila bolivianus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Attila spadiceus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Tyrannidae_Attila phoenicurus,,,,,,,,,,,,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Cotingidae_Ampelioides tschudii,,,,,,,,,,, , , ,  , , ,1, , , , ,1, , , 
PASSERIFORMES-suboscine_Cotingidae_Pipreola lubomirskii,,,,,,,,,,,1,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Pipreola pulchra,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Pipreola whitelyi,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Pipreola riefferii,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Pipreola formosa,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Pipreola arcuata,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Pipreola chlorolepidota,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Pipreola intermedia,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Pipreola frontalis,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Pipreola aureopectus,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Pipreola jucunda,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Snowornis subalaris,,,,,,,,,,,,1,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Snowornis cryptolophus,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Carpornis cucullata,,,,,,,,,,,,,1,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Carpornis melanocephala,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Rupicola rupicola,,,,,,,,,,,,,,1,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Rupicola peruvianus,,,,,,,,,,,,,,,1,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Phoenicircus nigricollis,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Phoenicircus carnifex,,,,,,,,,,,,,,,,1,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Zaratornis stresemanni,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Phytotoma rara,,,,,,,,,,,,,,,,,1,1,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Phytotoma rutila,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Phytotoma raimondii,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Phibalura flavirostris,,,,,,,,,,,,,,,,,1,,1,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Doliornis remseni,,,,,,,,,,,,,,,,,1,,,1,,,,,
PASSERIFORMES-suboscine_Cotingidae_Doliornis sclateri,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Ampelion rufaxilla,,,,,,,,,,,,,,,,,1,,,,1,,,,
PASSERIFORMES-suboscine_Cotingidae_Ampelion rubrocristatus,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Haematoderus militaris,,,,,,,,,,,,,,,,,1,,,,,,1,,
PASSERIFORMES-suboscine_Cotingidae_Querula purpurata,,,,,,,,,,,,,,,,,1,,,,,,,1,
PASSERIFORMES-suboscine_Cotingidae_Pyroderus scutatus,,,,,,,,,,,,,,,,,1,,,,,,,,1
PASSERIFORMES-suboscine_Cotingidae_Cephalopterus penduliger,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Cephalopterus ornatus,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Cephalopterus glabricollis,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Perissocephalus tricolor,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Lipaugus lanioides,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Lipaugus streptophorus,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Lipaugus unirufus,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Lipaugus vociferans,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Tijuca atra,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Lipaugus weberi,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Lipaugus uropygialis,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Tijuca condita,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Lipaugus fuscocinereus,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Procnias albus,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Procnias tricarunculatus,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Procnias nudicollis,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Procnias averano,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Cotinga cayana,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Cotinga cotinga,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Cotinga maynana,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Cotinga ridgwayi,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_cotinga nattererii,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Cotinga amabilis,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Cotinga maculata,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Porphyrolaema porphyrolaema,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Conioptilon mcilhennyi,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Gymnoderus foetidus,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Xipholena punicea,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Xipholena lamellipennis,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Xipholena atropurpurea,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Carpodectes antoniae,,,,,,,,,,,,,, , ,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Carpodectes hopkei,,,,,,,,,,,,,, , ,,1,,,,,,,,
PASSERIFORMES-suboscine_Cotingidae_Carpodectes nitidus,,,,,,,,,,,,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Tyranneutes stolzmanni,,,,,,,,1, , , , , , , , ,1,1, , , , , , , 
PASSERIFORMES-suboscine_Pipridae_Tyranneutes virescens,,,,,,,,,1,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Neopelma chrysocephalum,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Neopelma pallescens,,,,,,,,,,1,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Neopelma aurifrons,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Neopelma sulphureiventer,,,,,,,,,,,1,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Neopelma chrysolophum,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Chloropipo unicolor,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Chloropipo flavicapilla,,,,,,,,,,,,1,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Antilophia galeata,,,,,,,,,,,,,1,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Antilophia bokermanni,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Chiroxiphia boliviana,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Chiroxiphia caudata,,,,,,,,,,,,,,1,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Chiroxiphia lanceolata,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Chiroxiphia pareola,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Chiroxiphia linearis,,,,,,,,,,,,,,,1,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Ilicura militaris,,,,,,,,,,,,,,,,1,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Masius chrysopterus,,,,,,,,,,,,,,,,,1,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Corapipo gutturalis,,,,,,,,,,,,,,,,,,1,1,,,,,,
PASSERIFORMES-suboscine_Pipridae_Corapipo altera,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Corapipo leucorrhoa,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Xenopipo uniformis,,,,,,,,,,,,,,,,,,1,,1,,,,,
PASSERIFORMES-suboscine_Pipridae_Xenopipo atronitens,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Cryptopipo holochlora,,,,,,,,,,,,,,,,,,1,,,1,,,,
PASSERIFORMES-suboscine_Pipridae_Lepidothrix coeruleocapilla,,,,,,,,,,,,,,,,,,1,,,,1,,,
PASSERIFORMES-suboscine_Pipridae_Lepidothrix vilasboasi,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Lepidothrix iris,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Lepidothrix serena,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Lepidothrix suavissima,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Lepidothrix coronata,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Lepidothrix nattereri,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Lepidothrix isidorei,,,,,,,,,,,,,,,,,,1,,,,,1,,
PASSERIFORMES-suboscine_Pipridae_Heterocercus flavivertex,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Heterocercus linteatus,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Heterocercus aurantiivertex,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Manacus vitellinus,,,,,,,,,,,,,,,,,,1,,,,,,1,
PASSERIFORMES-suboscine_Pipridae_Manacus aurantiacus,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Manacus candei,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Manacus manacus,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Pipra aureola,,,,,,,,,,,,,,,,,,1,,,,,,,1
PASSERIFORMES-suboscine_Pipridae_Pipra fasciicauda,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_pipra filicauda,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Machaeropterus deliciosus,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Machaeropterus striolatus,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Machaeropterus pyrocephalus,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Machaeropterus eckelberryi,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Machaeropterus regulus,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Dixiphia pipra,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Ceratopipra erythrocephala,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Ceratopipra chloromeros,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Ceratopipra rubrocapilla,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Ceratopipra cornuta,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pipridae_Ceratopipra mentalis,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Tityridae_oxyruncus cristatus,,,,,,,,,,,1, , , , , , ,1, , , , , , , 
PASSERIFORMES-suboscine_Tityridae_onychorhynchus coronatus,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Tityridae_Myiobius atricaudus,,,,,,,,,,,,1,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Tityridae_Myiobius barbatus,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Tityridae_Myiobius sulphureipygius,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Tityridae_myiobius villosus,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Tityridae_Terenotriccus erythrurus,,,,,,,,,,,,,1,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Tityridae_Tityra inquisitor,,,,,,,,,,,,,,1,,,,1,,,,,,,
PASSERIFORMES-suboscine_Tityridae_Tityra semifasciata,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Tityridae_tityra cayana,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Tityridae_Schiffornis veraepacis,,,,,,,,,,,,,,,1,,,1,,,,,,,
PASSERIFORMES-suboscine_Tityridae_Schiffornis aenea,,,,,,,,,,,,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Tityridae_Schiffornis olivacea,,,,,,,,,,,,,,,,,,1,,,,,,,
